Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
MOHAN KUMAR  U. KIRANGOORU  PAAPU,Independent,1143,Karnataka,Shrirangapattana,S10,190
S.S.RAJASHEKARAIAH,Independent,325,Karnataka,Shrirangapattana,S10,190
SATHEESHA.H.M,Praja Parivartan Party,280,Karnataka,Shrirangapattana,S10,190
C.LINGEGOWDA,Independent,231,Karnataka,Shrirangapattana,S10,190
M.M. MAHESHA GOWDA,Independent,149,Karnataka,Shrirangapattana,S10,190
SURESHA.V,All India Mahila Empowerment Party,128,Karnataka,Shrirangapattana,S10,190
KEMPEGOWDA,Independent,93,Karnataka,Shrirangapattana,S10,190
None of the Above,None of the Above,558,Karnataka,Shrirangapattana,S10,190
SURESH GOWDAA,Janata Dal  (Secular),84873,Karnataka,Nagamangala,S10,191
N CHALUVARAYASWAMY,Indian National Congress,47191,Karnataka,Nagamangala,S10,191
GOWDA DR. PARTHASARATHY V.,Bharatiya Janata Party,1468,Karnataka,Nagamangala,S10,191
B. S. GOWDA,Karnataka Jantha Paksha,496,Karnataka,Nagamangala,S10,191
RUKMINI MALLIKARJUNA,Independent,282,Karnataka,Nagamangala,S10,191
A. YADAVANAHALLI P. C. KRISHNEGOWDA,Independent,135,Karnataka,Nagamangala,S10,191
VENKATESHA,Independent,131,Karnataka,Nagamangala,S10,191
B. V. DHARANENDRABABU,Independent,108,Karnataka,Nagamangala,S10,191
N. S. ASHOKA,Independent,106,Karnataka,Nagamangala,S10,191
VASIM ULLA KHAN,All India Mahila Empowerment Party,85,Karnataka,Nagamangala,S10,191
None of the Above,None of the Above,470,Karnataka,Nagamangala,S10,191
NARAYANAGOWDA,Janata Dal  (Secular),39630,Karnataka,Krishnarajapete,S10,192
K B CHANDRASHEKAR,Indian National Congress,30817,Karnataka,Krishnarajapete,S10,192
B C MANJU,Bharatiya Janata Party,3839,Karnataka,Krishnarajapete,S10,192
K N SHANKAREGOWDA,Independent,704,Karnataka,Krishnarajapete,S10,192
LOKESH B N,Independent,502,Karnataka,Krishnarajapete,S10,192
ASHOK,Jai Bharath Jena Sena Party,173,Karnataka,Krishnarajapete,S10,192
A C KANTHA,Karnataka Pragnyavantha Janatha Party,150,Karnataka,Krishnarajapete,S10,192
R JAGADISH,Independent,102,Karnataka,Krishnarajapete,S10,192
RAVIKUMAR L R,Independent,99,Karnataka,Krishnarajapete,S10,192
PUTTANNA S GOWDA,Independent,83,Karnataka,Krishnarajapete,S10,192
MANJULA,Independent,74,Karnataka,Krishnarajapete,S10,192
None of the Above,None of the Above,509,Karnataka,Krishnarajapete,S10,192
C N  BALAKRISHNA,Janata Dal  (Secular),105516,Karnataka,Shravanabelagola,S10,193
C S PUTTEGOWDA,Indian National Congress,52504,Karnataka,Shravanabelagola,S10,193
SHIVANANJEGOWDA,Bharatiya Janata Party,7506,Karnataka,Shravanabelagola,S10,193
DWARAKISH,All India Mahila Empowerment Party,415,Karnataka,Shravanabelagola,S10,193
BOJEGOWDA,Samanya Janatha Party (Loktantrik),414,Karnataka,Shravanabelagola,S10,193
None of the Above,None of the Above,906,Karnataka,Shravanabelagola,S10,193
K.M SHIVALINGE GOWDA,Janata Dal  (Secular),81730,Karnataka,Arsikere,S10,194
G.B.SHASHIDHARA,Indian National Congress,44284,Karnataka,Arsikere,S10,194
G. MARISWAMY,Bharatiya Janata Party,24748,Karnataka,Arsikere,S10,194
N.C CHANDRASHEKARA,Republican Party of India (A),1221,Karnataka,Arsikere,S10,194
JAGADISHA C.B,Samanya Janatha Party (Loktantrik),519,Karnataka,Arsikere,S10,194
SHAHEEN,All India Mahila Empowerment Party,422,Karnataka,Arsikere,S10,194
None of the Above,None of the Above,988,Karnataka,Arsikere,S10,194
LINGESHA. K.S.,Janata Dal  (Secular),35447,Karnataka,Belur,S10,195
H.K. SURESH,Bharatiya Janata Party,25415,Karnataka,Belur,S10,195
KEERTHANA RUDRESHAGOWDA,Indian National Congress,21366,Karnataka,Belur,S10,195
THOLACHANAYKA B.D,Independent,843,Karnataka,Belur,S10,195
ARUNA N.R (ARUNGOWDA),Shivsena,357,Karnataka,Belur,S10,195
SANGAMESHA. S.B,Independent,247,Karnataka,Belur,S10,195
H.B.CHANDRAKANTHA,Republican Party of India (A),239,Karnataka,Belur,S10,195
None of the Above,None of the Above,581,Karnataka,Belur,S10,195
PREETHAM J GOWDA,Bharatiya Janata Party,63334,Karnataka,Hassan,S10,196
H S PRAKASH,Janata Dal  (Secular),50322,Karnataka,Hassan,S10,196
H K MAHESH,Indian National Congress,38097,Karnataka,Hassan,S10,196
ZAREEN TAJ,All India Mahila Empowerment Party,377,Karnataka,Hassan,S10,196
R G SATHISH,Independent,366,Karnataka,Hassan,S10,196
MOHAMMED SHARJEEL,Independent,214,Karnataka,Hassan,S10,196
AKMAL JAVEED,Independent,146,Karnataka,Hassan,S10,196
DHARMEGOWDA,Bharatiya Dr. B.R.Ambedkar Janta Party,145,Karnataka,Hassan,S10,196
SATHISH K H,Republican Party of India (A),106,Karnataka,Hassan,S10,196
K J JACOB,Independent,99,Karnataka,Hassan,S10,196
NIRVANAIAH K S,Republican Sena,93,Karnataka,Hassan,S10,196
HEMANTH KUMAR C,Shivsena,82,Karnataka,Hassan,S10,196
H A NANJEGOWDA,Lok Awaz Dal,64,Karnataka,Hassan,S10,196
None of the Above,None of the Above,953,Karnataka,Hassan,S10,196
H D REVANNA,Janata Dal  (Secular),43527,Karnataka,Holenarasipur,S10,197
MANJEGOWDA B P,Indian National Congress,25573,Karnataka,Holenarasipur,S10,197
M N RAJU,Bharatiya Janata Party,1216,Karnataka,Holenarasipur,S10,197
B K NAGARAJA,Republican Sena,367,Karnataka,Holenarasipur,S10,197
B N MANJE GOWDA,Independent,239,Karnataka,Holenarasipur,S10,197
H D REVANNA,Independent,174,Karnataka,Holenarasipur,S10,197
M MAHESH URF HARSHA,Independent,122,Karnataka,Holenarasipur,S10,197
MOHAMMED HANEEF,All India Mahila Empowerment Party,121,Karnataka,Holenarasipur,S10,197
None of the Above,None of the Above,367,Karnataka,Holenarasipur,S10,197
A. T. RAMASWAMY,Janata Dal  (Secular),40220,Karnataka,Arkalgud,S10,198
MANJU .A,Indian National Congress,35098,Karnataka,Arkalgud,S10,198
H. YOGARAMESHA,Bharatiya Janata Party,11530,Karnataka,Arkalgud,S10,198
SHESHEGOWDA,Indian New Congress Party,1657,Karnataka,Arkalgud,S10,198
MANJUNATHA .H .P,Bharatiya Dr. B.R.Ambedkar Janta Party,498,Karnataka,Arkalgud,S10,198
LATHA .K .M,Republican Party of India (A),241,Karnataka,Arkalgud,S10,198
H. T. SATHYA,All India Mahila Empowerment Party,221,Karnataka,Arkalgud,S10,198
None of the Above,None of the Above,603,Karnataka,Arkalgud,S10,198
SOMASHEKAR JAYARAJ,Bharatiya Janata Party,48313,Karnataka,Sakleshpur,S10,199
H K KUMARASWAMY,Janata Dal  (Secular),47370,Karnataka,Sakleshpur,S10,199
SIDDAIAH,Indian National Congress,31435,Karnataka,Sakleshpur,S10,199
K R PRADEEP KUMAR,All India Mahila Empowerment Party,966,Karnataka,Sakleshpur,S10,199
VEERESHA,Independent,466,Karnataka,Sakleshpur,S10,199
M CHINNAMALLAIAH,Independent,460,Karnataka,Sakleshpur,S10,199
KUMARASWAMY,Independent,416,Karnataka,Sakleshpur,S10,199
None of the Above,None of the Above,1297,Karnataka,Sakleshpur,S10,199
HARISH POONJA,Bharatiya Janata Party,95468,Karnataka,Belthangady,S10,200
K.VASANTHA BANGERA,Indian National Congress,73406,Karnataka,Belthangady,S10,200
JAGANNATHA. M,All India Mahila Empowerment Party,1770,Karnataka,Belthangady,S10,200
SUMATHI S HEGDE,Janata Dal  (Secular),1555,Karnataka,Belthangady,S10,200
VENKATESHA BENDE,Independent,645,Karnataka,Belthangady,S10,200
U.M. SYED HASSAN,Independent,367,Karnataka,Belthangady,S10,200
None of the Above,None of the Above,1200,Karnataka,Belthangady,S10,200
UMANATHA. A. KOTIAN,Bharatiya Janata Party,87444,Karnataka,Moodabidri,S10,201
K. ABHAYACHANDRA,Indian National Congress,57645,Karnataka,Moodabidri,S10,201
ASHWIN JOSSY PEREIRA,Independent,2111,Karnataka,Moodabidri,S10,201
JEEVAN KRISHNA SHETTY,Janata Dal  (Secular),1845,Karnataka,Moodabidri,S10,201
K. YADAVA SHETTY,Communist Party of India  (Marxist),1114,Karnataka,Moodabidri,S10,201
ABDUL REHIMAN,All India Mahila Empowerment Party,616,Karnataka,Moodabidri,S10,201
REENA PINTO,Independent,435,Karnataka,Moodabidri,S10,201
None of the Above,None of the Above,1037,Karnataka,Moodabidri,S10,201
DR.BHARATH SHETTY. Y,Bharatiya Janata Party,95517,Karnataka,Mangalore City North,S10,202
B.A.MOHIUDDIN  BAVA,Indian National Congress,68069,Karnataka,Mangalore City North,S10,202
MUNEER KATIPALLA,Communist Party of India  (Marxist),2420,Karnataka,Mangalore City North,S10,202
P.M. AHAMMAD,All India Mahila Empowerment Party,874,Karnataka,Mangalore City North,S10,202
MAXIM PINTO,Independent,345,Karnataka,Mangalore City North,S10,202
SURESH.B.SALIAN,Akhil Bharat Hindu Mahasabha,295,Karnataka,Mangalore City North,S10,202
SUPREETH  KUMAR POOJARY,Lok Awaz Dal,255,Karnataka,Mangalore City North,S10,202
None of the Above,None of the Above,1140,Karnataka,Mangalore City North,S10,202
D. VEDAVYASA KAMATH,Bharatiya Janata Party,61366,Karnataka,Mangalore City South,S10,203
J. R. LOBO,Indian National Congress,48916,Karnataka,Mangalore City South,S10,203
SUNIL KUMAR BAJAL,Communist Party of India  (Marxist),1179,Karnataka,Mangalore City South,S10,203
R. SRIKAR PRABHU,Independent,734,Karnataka,Mangalore City South,S10,203
MADAN M.C.,Independent,550,Karnataka,Mangalore City South,S10,203
RATHNAKARA SUVARNA,Janata Dal  (Secular),548,Karnataka,Mangalore City South,S10,203
MOHAMMED IQBAL,All India Mahila Empowerment Party,140,Karnataka,Mangalore City South,S10,203
REENA PINTO,Independent,100,Karnataka,Mangalore City South,S10,203
DHARMENDRA,Akhil Bharat Hindu Mahasabha,77,Karnataka,Mangalore City South,S10,203
MAHAMMAD KHALID,Independent,60,Karnataka,Mangalore City South,S10,203
SUPREETH KUMAR POOJARY,Hindustan Janta Party,39,Karnataka,Mangalore City South,S10,203
None of the Above,None of the Above,757,Karnataka,Mangalore City South,S10,203
U.T.ABDUL KHADER,Indian National Congress,80813,Karnataka,Mangalore,S10,204
SANTHOSH KUMAR RAI BOLIYARU,Bharatiya Janata Party,61074,Karnataka,Mangalore,S10,204
K.ASHRAF,Janata Dal  (Secular),3692,Karnataka,Mangalore,S10,204
NITHIN KUTHAR,Communist Party of India  (Marxist),2372,Karnataka,Mangalore,S10,204
USMAN,All India Mahila Empowerment Party,586,Karnataka,Mangalore,S10,204
None of the Above,None of the Above,821,Karnataka,Mangalore,S10,204
RAJESH NAIK U.,Bharatiya Janata Party,97802,Karnataka,Bantval,S10,205
B RAMANATHA RAI,Indian National Congress,81831,Karnataka,Bantval,S10,205
SHAMEER,All India Mahila Empowerment Party,760,Karnataka,Bantval,S10,205
BALAKRISHNA POOJARY PANOLIBAIL,Lok Awaz Dal,713,Karnataka,Bantval,S10,205
IBRAHIM KAILAR,Independent,503,Karnataka,Bantval,S10,205
None of the Above,None of the Above,946,Karnataka,Bantval,S10,205
SANJEEVA MATANDOOR,Bharatiya Janata Party,90073,Karnataka,Puttur,S10,206
SHAKUNTHALA.T. SHETTY,Indian National Congress,70596,Karnataka,Puttur,S10,206
I. C. KAILAS GOWDA,Janata Dal  (Secular),1424,Karnataka,Puttur,S10,206
ABDUL MAJEED KOLPE,Janata Dal  (United),527,Karnataka,Puttur,S10,206
VIDYASHRI. S,Independent,454,Karnataka,Puttur,S10,206
SHABANA. S. SHEIK,All India Mahila Empowerment Party,425,Karnataka,Puttur,S10,206
B. SHEKHAR MADAVU,Praja Parivartan Party,404,Karnataka,Puttur,S10,206
CHETHAN KUMAR PUTTUR,Independent,344,Karnataka,Puttur,S10,206
M. SHESHAPPA RAO (M. S. RAO),Samanya Janatha Party (Loktantrik),340,Karnataka,Puttur,S10,206
AMARNATHA .B. K.,Independent,244,Karnataka,Puttur,S10,206
ABDUL BASEER BOODIYAR,Independent,213,Karnataka,Puttur,S10,206
None of the Above,None of the Above,1227,Karnataka,Puttur,S10,206
ANGARA.S,Bharatiya Janata Party,95205,Karnataka,Sullia,S10,207
DR.B.RAGHU,Indian National Congress,69137,Karnataka,Sullia,S10,207
RAGHU,Bahujan Samaj Party,1472,Karnataka,Sullia,S10,207
SUNDARA.K,Independent,564,Karnataka,Sullia,S10,207
SANJEEV BABURAO KURANDWADA,Independent,391,Karnataka,Sullia,S10,207
CHANDRASHEKARA.K.PALLATHADKA,Independent,333,Karnataka,Sullia,S10,207
None of the Above,None of the Above,1310,Karnataka,Sullia,S10,207
APPACHU RANJAN M P,Bharatiya Janata Party,65886,Karnataka,Madikeri,S10,208
B A JIVIJAYA,Janata Dal  (Secular),52505,Karnataka,Madikeri,S10,208
K P CHANDRAKALA,Indian National Congress,35553,Karnataka,Madikeri,S10,208
BHARGAVA C J,Akhil Bharat Hindu Mahasabha,1061,Karnataka,Madikeri,S10,208
A MOHAMMED HANEEF,Independent,947,Karnataka,Madikeri,S10,208
RASHEEDA BEGUM,All India Mahila Empowerment Party,512,Karnataka,Madikeri,S10,208
P S YADURAPPA,Independent,442,Karnataka,Madikeri,S10,208
K B RAJU,Bharatiya Republican Paksha,357,Karnataka,Madikeri,S10,208
B M THIMMAIAH,Independent,305,Karnataka,Madikeri,S10,208
C U KISHAN,Independent,266,Karnataka,Madikeri,S10,208
M KHALEEL,Independent,222,Karnataka,Madikeri,S10,208
None of the Above,None of the Above,1520,Karnataka,Madikeri,S10,208
K G BOPAIAH,Bharatiya Janata Party,77944,Karnataka,Virajpet,S10,209
ARUN MACHAIAH C S,Indian National Congress,64591,Karnataka,Virajpet,S10,209
SANKETH POOVAIAH M,Janata Dal  (Secular),11224,Karnataka,Virajpet,S10,209
BASAVARAJU H D,All India Mahila Empowerment Party,1015,Karnataka,Virajpet,S10,209
NANJAPPA M K,Independent,666,Karnataka,Virajpet,S10,209
H D DODDAIAH,Independent,599,Karnataka,Virajpet,S10,209
None of the Above,None of the Above,1733,Karnataka,Virajpet,S10,209
K. MAHADEVA,Janata Dal  (Secular),77317,Karnataka,Periyapatna,S10,210
K. VENKATESH,Indian National Congress,69893,Karnataka,Periyapatna,S10,210
MANJUNATHA S,Bharatiya Janata Party,3974,Karnataka,Periyapatna,S10,210
GIRISH,Jana Samanyara Party (Karnataka),852,Karnataka,Periyapatna,S10,210
SRINIVAS P,Independent,386,Karnataka,Periyapatna,S10,210
N S ANNEGOWDA,Independent,385,Karnataka,Periyapatna,S10,210
SUMITHRA H K,All India Mahila Empowerment Party,245,Karnataka,Periyapatna,S10,210
MAHADEVA SWAMY,Janata Dal  (United),206,Karnataka,Periyapatna,S10,210
DEVARAJ H B,Bharatiya Republican Paksha,191,Karnataka,Periyapatna,S10,210
MAHADEVA,Republican Sena,174,Karnataka,Periyapatna,S10,210
None of the Above,None of the Above,1176,Karnataka,Periyapatna,S10,210
SA. RA. MAHESH,Janata Dal  (Secular),71754,Karnataka,Krishnarajanagara,S10,211
D. RAVISHANKAR,Indian National Congress,67170,Karnataka,Krishnarajanagara,S10,211
H. G. SHWETHA GOPALA,Bharatiya Janata Party,2205,Karnataka,Krishnarajanagara,S10,211
HOSAHALLI VENKATESH,Independent,1207,Karnataka,Krishnarajanagara,S10,211
VISHWANATHA H. R.,Independent,252,Karnataka,Krishnarajanagara,S10,211
K. L. SWAMY,Swaraj India,190,Karnataka,Krishnarajanagara,S10,211
KUMUDWATHI S.,Rani Chennamma Party,149,Karnataka,Krishnarajanagara,S10,211
MALLESH,Independent,144,Karnataka,Krishnarajanagara,S10,211
SHANTHAMMA (SHANTHIRAJ),All India Mahila Empowerment Party,133,Karnataka,Krishnarajanagara,S10,211
None of the Above,None of the Above,980,Karnataka,Krishnarajanagara,S10,211
ADAGURU H VISHWANATH,Janata Dal  (Secular),89921,Karnataka,Hunasuru,S10,212
H P MANJUNATH,Indian National Congress,81594,Karnataka,Hunasuru,S10,212
J S RAMESH KUMAR,Bharatiya Janata Party,6344,Karnataka,Hunasuru,S10,212
HARISHA J M,Independent,726,Karnataka,Hunasuru,S10,212
SATHYANARAYANA,Samajwadi Party,497,Karnataka,Hunasuru,S10,212
P S YADURAPPA,Independent,321,Karnataka,Hunasuru,S10,212
H B SHIVANNA,Independent,314,Karnataka,Hunasuru,S10,212
MOHAN H R,Independent,280,Karnataka,Hunasuru,S10,212
MALLESH,Bharatiya Republican Paksha,256,Karnataka,Hunasuru,S10,212
H P LAKSHMANA,Independent,236,Karnataka,Hunasuru,S10,212
KHALANDAR SHARIFF,Independent,235,Karnataka,Hunasuru,S10,212
UMESH,Independent,168,Karnataka,Hunasuru,S10,212
HUNSUR K. CHANDRASHEKAR,Democratic Prajakranthi Party Secularist,158,Karnataka,Hunasuru,S10,212
D MARISWAMY NAYAKA,Independent,154,Karnataka,Hunasuru,S10,212
SYED GAFUR,All India Mahila Empowerment Party,129,Karnataka,Hunasuru,S10,212
None of the Above,None of the Above,1501,Karnataka,Hunasuru,S10,212
ANIL KUMAR C,Indian National Congress,76652,Karnataka,Heggadadevankote,S10,213
CHIKKANNA,Janata Dal  (Secular),54559,Karnataka,Heggadadevankote,S10,213
SIDDARAJU,Bharatiya Janata Party,34425,Karnataka,Heggadadevankote,S10,213
J K GOPALA,Bharatiya Republican Paksha,1763,Karnataka,Heggadadevankote,S10,213
M S SHIVAKUMAR,Independent,760,Karnataka,Heggadadevankote,S10,213
G N DEVADATTA,Samanya Janatha Party (Loktantrik),666,Karnataka,Heggadadevankote,S10,213
MANJULA N V,Samajwadi Party,632,Karnataka,Heggadadevankote,S10,213
None of the Above,None of the Above,1596,Karnataka,Heggadadevankote,S10,213
B. HARSHAVARDHAN,Bharatiya Janata Party,75832,Karnataka,Nanjangud,S10,214
KALALE N. KESHAVAMURTHY,Indian National Congress,62494,Karnataka,Nanjangud,S10,214
DAYANANDAMURTHY. H. S.,Janata Dal  (Secular),13043,Karnataka,Nanjangud,S10,214
DODDASWAMY,Ambedkarite Party of India,1323,Karnataka,Nanjangud,S10,214
BASAVARAJU. C.,All India Mahila Empowerment Party,732,Karnataka,Nanjangud,S10,214
CHIKKANNA,Independent,607,Karnataka,Nanjangud,S10,214
RENUKA SURESH,Independent,580,Karnataka,Nanjangud,S10,214
ANANDA MAHADEVANAGARA,Independent,491,Karnataka,Nanjangud,S10,214
C.M.NAGARAJ,Dr. Ambedkar Samajvadi Democratic Party,460,Karnataka,Nanjangud,S10,214
S. GOVINDANAYAKA,Independent,449,Karnataka,Nanjangud,S10,214
None of the Above,None of the Above,1897,Karnataka,Nanjangud,S10,214
G.T.DEVEGOWDA,Janata Dal  (Secular),95272,Karnataka,Chamundeshwari,S10,215
SIDDARAMAIAH,Indian National Congress,62182,Karnataka,Chamundeshwari,S10,215
S.R.GOPALRAO,Bharatiya Janata Party,10914,Karnataka,Chamundeshwari,S10,215
P.KARIGOWDA,Independent,1232,Karnataka,Chamundeshwari,S10,215
SHANTHARAJU,Independent,572,Karnataka,Chamundeshwari,S10,215
P.SURESHNAYAKA,Independent,557,Karnataka,Chamundeshwari,S10,215
M.S.PRAVEEN,Bhaarateeya Janashakthi Congress,441,Karnataka,Chamundeshwari,S10,215
GURUMALLESH,All India Mahila Empowerment Party,440,Karnataka,Chamundeshwari,S10,215
M.MANJU,Independent,188,Karnataka,Chamundeshwari,S10,215
RECHANNA M S,Independent,172,Karnataka,Chamundeshwari,S10,215
NANDEESHA.K.C,Independent,145,Karnataka,Chamundeshwari,S10,215
M. MADESHA,Samanya Janatha Party (Loktantrik),131,Karnataka,Chamundeshwari,S10,215
P.PURUSHOTHAM,Independent,119,Karnataka,Chamundeshwari,S10,215
R.B. BASAVEGOWDA,Independent,109,Karnataka,Chamundeshwari,S10,215
M.M.MAHESHAGOWDA,Independent,81,Karnataka,Chamundeshwari,S10,215
None of the Above,None of the Above,1290,Karnataka,Chamundeshwari,S10,215
S A RAMADAS,Bharatiya Janata Party,49597,Karnataka,Krishnaraja,S10,216
M K SOMASHEKAR,Indian National Congress,33965,Karnataka,Krishnaraja,S10,216
MALLESH K V,Janata Dal  (Secular),7983,Karnataka,Krishnaraja,S10,216
B K ARAVIND,Kannada  Paksha,258,Karnataka,Krishnaraja,S10,216
B SOMASHEKAR,Independent,256,Karnataka,Krishnaraja,S10,216
RACHAPPA G,Independent,210,Karnataka,Krishnaraja,S10,216
SUCHITHRA,Independent,197,Karnataka,Krishnaraja,S10,216
M D PARTHASARATHY,Independent,186,Karnataka,Krishnaraja,S10,216
JANAKI M C,Bhaarateeya Janashakthi Congress,126,Karnataka,Krishnaraja,S10,216
P KUMARASWAMY,Independent,123,Karnataka,Krishnaraja,S10,216
K M JAYANTH,Karnataka Pragnyavantha Janatha Party,102,Karnataka,Krishnaraja,S10,216
SREENIVAS S,Independent,101,Karnataka,Krishnaraja,S10,216
VIJAYAKUMAR D,Republican Sena,92,Karnataka,Krishnaraja,S10,216
RAVI N,Independent,77,Karnataka,Krishnaraja,S10,216
D N KRISHNAMURTHY,Independent,62,Karnataka,Krishnaraja,S10,216
BHANUMOHAN,Swaraj India,58,Karnataka,Krishnaraja,S10,216
M NANJAPPA,Independent,57,Karnataka,Krishnaraja,S10,216
S JAGADEESH,Independent,51,Karnataka,Krishnaraja,S10,216
B H SHIVAKUMAR,Karnataka Jantha Paksha,48,Karnataka,Krishnaraja,S10,216
None of the Above,None of the Above,959,Karnataka,Krishnaraja,S10,216
L. NAGENDRA,Bharatiya Janata Party,51683,Karnataka,Chamaraja,S10,217
VASU,Indian National Congress,36747,Karnataka,Chamaraja,S10,217
K.S RANGAPPA,Janata Dal  (Secular),27284,Karnataka,Chamaraja,S10,217
K. HARISH GOWDA,Independent,21282,Karnataka,Chamaraja,S10,217
MALAVIKA GUBBI VANI,Aam Aadmi Party,483,Karnataka,Chamaraja,S10,217
M.K. PRASHANTHA,Karnataka Pragnyavantha Janatha Party,424,Karnataka,Chamaraja,S10,217
M. SOMASHEKAR,Bhaarateeya Janashakthi Congress,241,Karnataka,Chamaraja,S10,217
MALINI .R,Independent,202,Karnataka,Chamaraja,S10,217
M. PANCHALINGU,Independent,140,Karnataka,Chamaraja,S10,217
P. PURUSHOTHAM,Independent,119,Karnataka,Chamaraja,S10,217
MAJEED AHMED,Independent,108,Karnataka,Chamaraja,S10,217
SHANTHI D AWARADI,All India Mahila Empowerment Party,104,Karnataka,Chamaraja,S10,217
M. MANOJ KUMAR,Independent,93,Karnataka,Chamaraja,S10,217
KAVERIYAMMA N.K,Independent,83,Karnataka,Chamaraja,S10,217
None of the Above,None of the Above,1561,Karnataka,Chamaraja,S10,217
TANVEER SAIT,Indian National Congress,58297,Karnataka,Narasimharaja,S10,218
S.SATHEESH (SANDESH SWAMY),Bharatiya Janata Party,39278,Karnataka,Narasimharaja,S10,218
ABDUL MAJEED.,SOCIAL DEMOCRATIC PARTY OF INDIA,31905,Karnataka,Narasimharaja,S10,218
ABDUL AZEEZ(ABDULLA),Janata Dal  (Secular),11832,Karnataka,Narasimharaja,S10,218
B M NATARAJU,Samajwadi Party,3015,Karnataka,Narasimharaja,S10,218
ANIL KUMAR S,Bhaarateeya Janashakthi Congress,793,Karnataka,Narasimharaja,S10,218
VENKATESHA MURTHY K S,Samanya Janatha Party (Loktantrik),370,Karnataka,Narasimharaja,S10,218
G.B.SHIVANNA,Independent,355,Karnataka,Narasimharaja,S10,218
LOKESH KUMAR G,Independent,283,Karnataka,Narasimharaja,S10,218
VAALMIKI NINGARAJU,Independent,151,Karnataka,Narasimharaja,S10,218
MOHAMMED THAHER ALI,Namma Congress,140,Karnataka,Narasimharaja,S10,218
M.MADHU,Independent,126,Karnataka,Narasimharaja,S10,218
JAYANTH D SOUZA,Independent,121,Karnataka,Narasimharaja,S10,218
MANGALAGOWRI,All India Mahila Empowerment Party,106,Karnataka,Narasimharaja,S10,218
M KHALID,Independent,82,Karnataka,Narasimharaja,S10,218
None of the Above,None of the Above,1048,Karnataka,Narasimharaja,S10,218
YATHINDRA S,Indian National Congress,78158,Karnataka,Varuna,S10,219
T BASAVARAJU,Bharatiya Janata Party,27130,Karnataka,Varuna,S10,219
ABHISHEK S MANEGAR,Janata Dal  (Secular),24214,Karnataka,Varuna,S10,219
GURULINGAIAH,Indian New Congress Party,1024,Karnataka,Varuna,S10,219
UMESHA C,Karnataka Jantha Paksha,969,Karnataka,Varuna,S10,219
RAJESH N,Independent,891,Karnataka,Varuna,S10,219
DR. M MAHADEVAMURTHY,Independent,797,Karnataka,Varuna,S10,219
L MADAPPA,Independent,694,Karnataka,Varuna,S10,219
MADHUKUMARA M,Independent,658,Karnataka,Varuna,S10,219
